Province,Island,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Population,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate (%),Case Recovered Rate (%),Growth Factor of New Cases,Growth Factor of New Deaths,Cluster
Bengkulu,Sumatera,0,0,1,-1,286,24,159,103,1999539,0,143,0,12,8,56,0,1,1
DKI Jakarta,Jawa,594,16,729,-151,31608,1056,21915,8637,10846145,55,2914,1,97,3,69,1,1,1
Gorontalo,Sulawesi,0,0,47,-47,1874,46,1445,383,1180651,0,1587,0,39,2,77,0,1,1
Jambi,Sumatera,0,0,0,0,250,5,130,115,3493357,0,72,0,1,2,52,0,1,1
Jawa Barat,Jawa,223,4,76,143,9608,262,5112,4234,45161325,5,213,0,6,3,53,2,1,1
Jawa Tengah,Jawa,173,4,135,34,15114,1125,10074,3915,36364072,5,416,0,31,7,67,1,0,1
Jawa Timur,Jawa,366,25,367,-26,29002,2489,22471,4042,40479023,9,716,1,61,9,77,1,1,1
Kalimantan Barat,Kalimantan,15,0,14,1,471,4,424,43,5422814,3,87,0,1,1,90,4,1,1
Kalimantan Selatan,Kalimantan,181,0,74,107,7544,325,4799,2420,4023049,45,1875,0,81,4,64,2,0,1
Kalimantan Timur,Kalimantan,28,2,21,5,2696,101,1724,871,3552191,8,759,1,28,4,64,0,1,1
Kalimantan Utara,Kalimantan,5,0,0,5,337,2,298,37,648407,8,520,0,3,1,88,2,1,1
Kepulauan Bangka Belitung,Sumatera,1,0,0,1,221,2,202,17,1379767,1,160,0,1,1,91,0,1,1
Lampung,Sumatera,6,0,1,5,352,14,281,57,9095591,1,39,0,2,4,80,2,1,1
Maluku Utara,Maluku,5,0,1,4,1761,59,1496,206,1307803,4,1347,0,45,3,85,0,1,1
Nusa Tenggara Barat,Nusa Tenggara,21,1,29,-9,2526,136,1725,665,5270247,4,479,0,26,5,68,1,1,1
Papua,Papua,67,4,65,-2,3520,43,2098,1379,4340348,15,811,1,10,1,60,3,2,1
Papua Barat,Papua,6,0,1,5,640,7,512,121,1140701,5,561,0,6,1,80,0,1,1
Sulawesi Barat,Sulawesi,1,0,9,-8,323,7,227,89,1559984,1,207,0,4,2,70,0,1,1
Sulawesi Selatan,Sulawesi,74,2,80,-8,11098,344,8187,2567,9426885,8,1177,0,36,3,74,3,2,1
Sulawesi Tengah,Sulawesi,0,0,0,0,233,7,197,29,2955567,0,79,0,2,3,85,0,1,1
Sumatera Barat,Sumatera,44,0,19,25,1483,45,963,475,5519245,8,269,0,8,3,65,2,0,1
Sumatera Selatan,Sumatera,24,3,13,8,3988,216,2693,1079,8217551,3,485,0,26,5,68,1,0,1
Sumatera Utara,Sumatera,59,9,80,-30,5957,268,2923,2766,14874889,4,400,1,18,4,49,1,3,1
Bali,Nusa Tenggara,76,0,6,70,4364,21,1194,3149,4216171,18,1035,0,5,0,27,1,1,1
Banten,Jawa,36,1,42,-7,2430,120,1923,387,10722374,3,227,0,11,5,79,2,0,1
DKI Jakarta,Jawa,657,16,435,206,32265,1072,22350,8843,10846145,61,2975,1,99,3,69,1,1,1
Daerah Istimewa Yogyakarta,Jawa,25,1,28,-4,1162,32,795,335,3631015,7,320,0,9,3,68,1,0,1
Jawa Barat,Jawa,85,11,142,-68,9693,273,5254,4166,45161325,2,215,0,6,3,54,0,3,1
Jawa Tengah,Jawa,94,5,101,-12,15208,1130,10175,3903,36364072,3,418,0,31,7,67,1,1,1
Jawa Timur,Jawa,451,39,367,45,29453,2528,22838,4087,40479023,11,728,1,62,9,78,1,2,1
Kalimantan Barat,Kalimantan,29,0,0,29,500,4,424,72,5422814,5,92,0,1,1,85,2,1,1
Kalimantan Timur,Kalimantan,195,5,52,138,2891,106,1776,1009,3552191,55,814,1,30,4,61,7,2,1
Kalimantan Utara,Kalimantan,2,0,0,2,339,2,298,39,648407,3,523,0,3,1,88,0,1,1
Kepulauan Bangka Belitung,Sumatera,2,0,0,2,223,2,202,19,1379767,1,162,0,1,1,91,2,1,1
Kepulauan Riau,Sumatera,23,1,30,-8,709,31,448,230,1929400,12,367,1,16,4,63,23,0,1
Lampung,Sumatera,1,0,1,0,353,14,282,57,9095591,0,39,0,2,4,80,0,1,1
Maluku,Maluku,0,0,0,0,1611,32,997,582,1847097,0,872,0,17,2,62,0,0,1
Nusa Tenggara Barat,Nusa Tenggara,24,2,110,-88,2550,138,1835,577,5270247,5,484,0,26,5,72,1,2,1
Papua,Papua,14,0,150,-136,3534,43,2248,1243,4340348,3,814,0,10,1,64,0,0,1
Papua Barat,Papua,3,0,1,2,643,7,513,123,1140701,3,564,0,6,1,80,0,1,1
Riau,Sumatera,34,0,26,8,1133,17,721,395,6074100,6,187,0,3,2,64,1,0,1
Sulawesi Barat,Sulawesi,8,0,0,8,331,7,227,97,1559984,5,212,0,4,2,69,8,1,1
Sulawesi Selatan,Sulawesi,112,2,89,21,11210,346,8276,2588,9426885,12,1189,0,37,3,74,2,1,1
Sulawesi Utara,Sulawesi,50,0,134,-84,3451,150,2329,972,2641884,19,1306,0,57,4,67,1,0,1
Sumatera Barat,Sumatera,45,0,42,3,1528,45,1005,478,5519245,8,277,0,8,3,66,1,1,1
Sumatera Selatan,Sumatera,49,2,50,-3,4037,218,2743,1076,8217551,6,491,0,27,5,68,2,1,1
Sumatera Utara,Sumatera,21,2,70,-51,5978,270,2993,2715,14874889,1,402,0,18,5,50,0,0,1
Aceh,Sumatera,70,0,0,70,1211,29,192,990,5247257,13,231,0,6,2,16,17,0,1
Bali,Nusa Tenggara,78,0,6,72,4442,21,1200,3221,4216171,18,1054,0,5,0,27,1,1,1
Banten,Jawa,42,2,21,19,2472,122,1944,406,10722374,4,231,0,11,5,79,1,2,1
Bengkulu,Sumatera,1,0,0,1,288,24,160,104,1999539,0,144,0,12,8,56,1,1,1
DKI Jakarta,Jawa,588,17,653,-82,32853,1089,23003,8761,10846145,54,3029,2,100,3,70,1,1,1
Daerah Istimewa Yogyakarta,Jawa,15,1,15,-1,1177,33,810,334,3631015,4,324,0,9,3,69,1,1,1
Gorontalo,Sulawesi,0,0,32,-32,1886,48,1505,333,1180651,0,1597,0,41,3,80,0,0,1
Jambi,Sumatera,3,0,1,2,274,6,135,133,3493357,1,78,0,2,2,49,0,0,1
Jawa Barat,Jawa,193,2,124,67,9886,275,5378,4233,45161325,4,219,0,6,3,54,2,0,1
Jawa Tengah,Jawa,105,16,151,-62,15313,1146,10326,3841,36364072,3,421,0,32,7,67,1,3,1
Jawa Timur,Jawa,343,30,382,-69,29796,2558,23220,4018,40479023,8,736,1,63,9,78,1,1,1
Kalimantan Barat,Kalimantan,33,0,5,28,533,4,429,100,5422814,6,98,0,1,1,80,1,1,1
Kalimantan Selatan,Kalimantan,78,3,230,-155,7696,330,5304,2062,4023049,19,1913,1,82,4,69,1,2,1
Kalimantan Tengah,Kalimantan,34,1,25,8,2348,104,1769,475,2570289,13,914,0,40,4,75,1,1,1
Kalimantan Timur,Kalimantan,129,1,84,44,3020,107,1860,1053,3552191,36,850,0,30,4,62,1,0,1
Kalimantan Utara,Kalimantan,1,0,9,-8,340,2,307,31,648407,2,524,0,3,1,90,0,1,1
Kepulauan Bangka Belitung,Sumatera,4,0,0,4,227,2,202,23,1379767,3,165,0,1,1,89,2,1,1
Kepulauan Riau,Sumatera,0,1,0,-1,709,32,448,229,1929400,0,367,1,17,5,63,0,1,1
Lampung,Sumatera,3,0,1,2,356,14,283,59,9095591,0,39,0,2,4,79,3,1,1
Nusa Tenggara Barat,Nusa Tenggara,14,3,26,-15,2564,141,1861,562,5270247,3,486,1,27,6,73,1,2,1
Papua,Papua,33,0,36,-3,3567,43,2284,1240,4340348,8,822,0,10,1,64,2,1,1
Papua Barat,Papua,4,0,6,-2,647,7,519,121,1140701,4,567,0,6,1,80,1,1,1
Sulawesi Barat,Sulawesi,16,0,3,13,347,7,230,110,1559984,10,222,0,4,2,66,2,1,1
Sulawesi Selatan,Sulawesi,49,1,68,-20,11259,347,8344,2568,9426885,5,1194,0,37,3,74,0,0,1
Sulawesi Tengah,Sulawesi,1,0,7,-6,236,7,206,23,2955567,0,80,0,2,3,87,0,1,1
Sulawesi Tenggara,Sulawesi,11,1,9,1,1310,20,893,397,2635461,4,497,0,8,2,68,0,1,1
Sulawesi Utara,Sulawesi,70,0,29,41,3521,150,2358,1013,2641884,27,1333,0,57,4,67,1,1,1
Sumatera Selatan,Sumatera,54,5,19,30,4091,223,2762,1106,8217551,7,498,1,27,5,68,1,2,1
Sumatera Utara,Sumatera,73,6,80,-13,6051,276,3073,2702,14874889,5,407,0,19,5,51,3,3,1
Bali,Nusa Tenggara,67,0,11,56,4509,21,1211,3277,4216171,16,1069,0,5,0,27,1,1,1
Banten,Jawa,32,2,46,-16,2504,124,1990,390,10722374,3,234,0,12,5,79,1,1,1
Bengkulu,Sumatera,0,0,4,-4,288,24,164,100,1999539,0,144,0,12,8,57,0,1,1
DKI Jakarta,Jawa,614,17,693,-96,33467,1106,23696,8665,10846145,57,3086,2,102,3,71,1,1,1
Daerah Istimewa Yogyakarta,Jawa,15,0,18,-3,1192,33,828,331,3631015,4,328,0,9,3,69,1,0,1
Jambi,Sumatera,0,0,0,0,274,6,135,133,3493357,0,78,0,2,2,49,0,1,1
Jawa Barat,Jawa,78,3,505,-430,9964,278,5883,3803,45161325,2,221,0,6,3,59,0,2,1
Jawa Tengah,Jawa,188,12,68,108,15501,1158,10394,3949,36364072,5,426,0,32,7,67,2,1,1
Jawa Timur,Jawa,282,28,369,-115,30078,2586,23589,3903,40479023,7,743,1,64,9,78,1,1,1
Kalimantan Barat,Kalimantan,33,0,19,14,566,4,448,114,5422814,6,104,0,1,1,79,1,1,1
Kalimantan Selatan,Kalimantan,81,2,77,2,7777,332,5381,2064,4023049,20,1933,0,83,4,69,1,1,1
Kalimantan Tengah,Kalimantan,62,0,38,24,2410,104,1807,499,2570289,24,938,0,40,4,75,2,0,1
Kalimantan Timur,Kalimantan,80,15,51,14,3100,122,1911,1067,3552191,23,873,4,34,4,62,1,15,1
Kalimantan Utara,Kalimantan,9,0,4,5,349,2,311,36,648407,14,538,0,3,1,89,9,1,1
Kepulauan Bangka Belitung,Sumatera,2,0,0,2,229,2,202,25,1379767,1,166,0,1,1,88,0,1,1
Lampung,Sumatera,6,0,0,6,362,14,283,65,9095591,1,40,0,2,4,78,2,1,1
Maluku,Maluku,54,0,0,54,1669,32,999,638,1847097,29,904,0,17,2,60,14,1,1
Maluku Utara,Maluku,4,0,0,4,1774,61,1496,217,1307803,3,1356,0,47,3,84,0,1,1
Nusa Tenggara Barat,Nusa Tenggara,18,2,15,1,2582,143,1876,563,5270247,3,490,0,27,6,73,1,1,1
Nusa Tenggara Timur,Nusa Tenggara,0,0,1,-1,171,2,149,20,5411321,0,32,0,0,1,87,0,0,1
Papua,Papua,0,0,0,0,3567,43,2284,1240,4340348,0,822,0,10,1,64,0,1,1
Riau,Sumatera,42,1,15,26,1238,19,765,454,6074100,7,204,0,3,2,62,1,1,1
Sulawesi Barat,Sulawesi,5,0,7,-2,352,7,237,108,1559984,3,226,0,4,2,67,0,1,1
Sulawesi Selatan,Sulawesi,30,1,91,-62,11289,348,8435,2506,9426885,3,1198,0,37,3,75,1,1,1
Sulawesi Tenggara,Sulawesi,13,2,7,4,1323,22,900,401,2635461,5,502,1,8,2,68,1,2,1
Sulawesi Utara,Sulawesi,30,0,67,-37,3551,150,2425,976,2641884,11,1344,0,57,4,68,0,1,1
Sumatera Barat,Sumatera,68,1,37,30,1633,49,1049,535,5519245,12,296,0,9,3,64,2,0,1
Sumatera Selatan,Sumatera,34,4,60,-30,4125,227,2822,1076,8217551,4,502,0,28,6,68,1,1,1
Sumatera Utara,Sumatera,78,3,75,0,6129,279,3148,2702,14874889,5,412,0,19,5,51,1,0,1
Bali,Nusa Tenggara,63,0,8,55,4572,21,1219,3332,4216171,15,1084,0,5,0,27,1,1,1
Banten,Jawa,60,3,27,30,2564,127,2017,420,10722374,6,239,0,12,5,79,2,2,1
DKI Jakarta,Jawa,633,16,1901,-1284,34100,1122,25597,7381,10846145,58,3144,1,103,3,75,1,1,1
Gorontalo,Sulawesi,0,1,50,-51,1958,50,1562,346,1180651,0,1658,1,42,3,80,0,1,1
Jambi,Sumatera,0,0,0,0,274,6,135,133,3493357,0,78,0,2,2,49,1,1,1
Jawa Barat,Jawa,139,3,238,-102,10103,281,6121,3701,45161325,3,224,0,6,3,61,2,1,1
Jawa Tengah,Jawa,153,4,103,46,15654,1162,10497,3995,36364072,4,430,0,32,7,67,1,0,1
Jawa Timur,Jawa,340,22,491,-173,30418,2608,24080,3730,40479023,8,751,1,64,9,79,1,1,1
Kalimantan Barat,Kalimantan,12,0,0,12,578,4,448,126,5422814,2,107,0,1,1,78,0,1,1
Kalimantan Selatan,Kalimantan,61,2,47,12,7838,334,5428,2076,4023049,15,1948,0,83,4,69,1,1,1
Kalimantan Tengah,Kalimantan,17,0,10,7,2427,104,1817,506,2570289,7,944,0,40,4,75,0,1,1
Kalimantan Timur,Kalimantan,44,3,10,31,3144,125,1921,1098,3552191,12,885,1,35,4,61,1,0,1
Kalimantan Utara,Kalimantan,8,0,3,5,357,2,314,41,648407,12,551,0,3,1,88,1,1,1
Kepulauan Bangka Belitung,Sumatera,0,0,2,-2,229,2,204,23,1379767,0,166,0,1,1,89,0,1,1
Kepulauan Riau,Sumatera,11,0,3,8,759,34,468,257,1929400,6,393,0,18,4,62,0,0,1
Lampung,Sumatera,3,0,12,-9,365,14,295,56,9095591,0,40,0,2,4,81,0,1,1
Maluku,Maluku,8,0,10,-2,1677,32,1009,636,1847097,4,908,0,17,2,60,0,1,1
Maluku Utara,Maluku,4,0,0,4,1778,61,1496,221,1307803,3,1360,0,47,3,84,1,1,1
Nusa Tenggara Barat,Nusa Tenggara,14,5,8,1,2596,148,1884,564,5270247,3,493,1,28,6,73,1,2,1
Nusa Tenggara Timur,Nusa Tenggara,0,0,0,0,171,2,149,20,5411321,0,32,0,0,1,87,1,1,1
Papua Barat,Papua,10,1,6,3,659,9,525,125,1140701,9,578,1,8,1,80,5,1,1
Riau,Sumatera,42,2,52,-12,1280,21,817,442,6074100,7,211,0,3,2,64,1,2,1
Sulawesi Barat,Sulawesi,1,0,0,1,353,7,237,109,1559984,1,226,0,4,2,67,0,1,1
Sulawesi Selatan,Sulawesi,48,1,92,-45,11337,349,8527,2461,9426885,5,1203,0,37,3,75,2,1,1
Sulawesi Tengah,Sulawesi,1,0,1,0,239,8,207,24,2955567,0,81,0,3,3,87,0,0,1
Sulawesi Tenggara,Sulawesi,4,2,8,-6,1327,24,908,395,2635461,2,504,1,9,2,68,0,1,1
Sumatera Barat,Sumatera,26,0,12,14,1659,49,1061,549,5519245,5,301,0,9,3,64,0,0,1
Sumatera Selatan,Sumatera,32,1,85,-54,4157,228,2907,1022,8217551,4,506,0,28,5,70,1,0,1
Sumatera Utara,Sumatera,37,6,65,-34,6166,285,3213,2668,14874889,2,415,0,19,5,52,0,2,1
Aceh,Sumatera,20,3,0,17,1261,37,192,1032,5247257,4,240,1,7,3,15,1,1,1
Bali,Nusa Tenggara,74,0,12,62,4646,21,1231,3394,4216171,18,1102,0,5,0,27,1,1,1
Banten,Jawa,33,0,52,-19,2597,127,2069,401,10722374,3,242,0,12,5,80,1,0,1
Bengkulu,Sumatera,11,0,1,10,300,24,166,110,1999539,6,150,0,12,8,55,11,1,1
DKI Jakarta,Jawa,638,15,526,97,34738,1137,26123,7478,10846145,59,3203,1,105,3,75,1,1,1
Daerah Istimewa Yogyakarta,Jawa,42,0,11,31,1248,34,859,355,3631015,12,344,0,9,3,69,3,0,1
Jawa Barat,Jawa,271,2,58,211,10374,283,6179,3912,45161325,6,230,0,6,3,60,2,1,1
Jawa Tengah,Jawa,200,25,123,52,15854,1187,10620,4047,36364072,6,436,1,33,7,67,1,6,1
Jawa Timur,Jawa,364,20,460,-116,30782,2628,24540,3614,40479023,9,760,0,65,9,80,1,1,1
Kalimantan Barat,Kalimantan,27,0,0,27,605,4,448,153,5422814,5,112,0,1,1,74,2,1,1
Kalimantan Selatan,Kalimantan,82,4,66,12,7920,338,5494,2088,4023049,20,1969,1,84,4,69,1,2,1
Kalimantan Timur,Kalimantan,141,9,168,-36,3285,134,2089,1062,3552191,40,925,3,38,4,64,3,3,1
Kalimantan Utara,Kalimantan,3,0,2,1,360,2,316,42,648407,5,555,0,3,1,88,0,1,1
Lampung,Sumatera,4,0,0,4,369,14,295,60,9095591,0,41,0,2,4,80,1,1,1
Maluku Utara,Maluku,1,0,14,-13,1779,61,1510,208,1307803,1,1360,0,47,3,85,0,1,1
Nusa Tenggara Barat,Nusa Tenggara,17,2,18,-3,2613,150,1902,561,5270247,3,496,0,28,6,73,1,0,1
Papua,Papua,0,0,0,0,3650,43,2693,914,4340348,0,841,0,10,1,74,0,1,1
Papua Barat,Papua,0,0,0,0,659,9,525,125,1140701,0,578,0,8,1,80,0,0,1
Riau,Sumatera,39,1,12,26,1319,22,829,468,6074100,6,217,0,4,2,63,1,0,1
Sulawesi Barat,Sulawesi,7,0,3,4,360,7,240,113,1559984,4,231,0,4,2,67,7,1,1
Sulawesi Selatan,Sulawesi,60,0,136,-76,11397,349,8663,2385,9426885,6,1209,0,37,3,76,1,0,1
Sulawesi Tengah,Sulawesi,0,0,3,-3,239,8,210,21,2955567,0,81,0,3,3,88,0,1,1
Sulawesi Tenggara,Sulawesi,38,0,13,25,1365,24,921,420,2635461,14,518,0,9,2,67,10,0,1
Sulawesi Utara,Sulawesi,44,0,30,14,3598,155,2489,954,2641884,17,1362,0,59,4,69,15,0,1
Sumatera Selatan,Sumatera,45,3,34,8,4202,231,2941,1030,8217551,5,511,0,28,6,70,1,3,1
Sumatera Utara,Sumatera,134,2,107,25,6300,287,3320,2693,14874889,9,424,0,19,5,53,4,0,1
Aceh,Sumatera,30,0,0,30,1291,37,192,1062,5247257,6,246,0,7,3,15,2,0,1
Bali,Nusa Tenggara,76,0,9,67,4722,21,1240,3461,4216171,18,1120,0,5,0,26,1,1,1
Banten,Jawa,29,0,28,1,2626,127,2097,402,10722374,3,245,0,12,5,80,1,1,1
Bengkulu,Sumatera,3,0,5,-2,303,24,171,108,1999539,2,152,0,12,8,56,0,1,1
DKI Jakarta,Jawa,713,7,764,-58,35451,1144,26887,7420,10846145,66,3269,1,105,3,76,1,0,1
Gorontalo,Sulawesi,0,0,27,-27,1969,50,1589,330,1180651,0,1668,0,42,3,81,0,1,1
Jambi,Sumatera,8,0,4,4,289,6,141,142,3493357,2,83,0,2,2,49,1,1,1
Jawa Barat,Jawa,178,0,54,124,10552,283,6233,4036,45161325,4,234,0,6,3,59,1,0,1
Jawa Tengah,Jawa,148,30,164,-46,16002,1217,10784,4001,36364072,4,440,1,33,8,67,1,1,1
Jawa Timur,Jawa,322,31,398,-107,31104,2659,24938,3507,40479023,8,768,1,66,9,80,1,2,1
Kalimantan Barat,Kalimantan,0,0,20,-20,605,4,468,133,5422814,0,112,0,1,1,77,0,1,1
Kalimantan Selatan,Kalimantan,54,2,141,-89,7974,340,5635,1999,4023049,13,1982,0,85,4,71,1,0,1
Kalimantan Tengah,Kalimantan,8,0,30,-22,2446,105,1879,462,2570289,3,952,0,41,4,77,1,0,1
Kalimantan Timur,Kalimantan,134,2,76,56,3419,136,2165,1118,3552191,38,962,1,38,4,63,1,0,1
Kalimantan Utara,Kalimantan,1,0,2,-1,361,2,318,41,648407,2,557,0,3,1,88,0,1,1
Kepulauan Bangka Belitung,Sumatera,4,0,4,0,236,2,213,21,1379767,3,171,0,1,1,90,1,1,1
Kepulauan Riau,Sumatera,7,0,11,-4,776,35,527,214,1929400,4,402,0,18,5,68,1,0,1
Lampung,Sumatera,2,0,15,-13,371,14,310,47,9095591,0,41,0,2,4,84,0,1,1
Maluku,Maluku,6,1,31,-26,1748,34,1085,629,1847097,3,946,1,18,2,62,0,1,1
Maluku Utara,Maluku,30,0,0,30,1809,61,1510,238,1307803,23,1383,0,47,3,83,30,1,1
Nusa Tenggara Barat,Nusa Tenggara,28,2,16,10,2641,152,1918,571,5270247,5,501,0,29,6,73,2,1,1
Nusa Tenggara Timur,Nusa Tenggara,1,0,0,1,173,2,149,22,5411321,0,32,0,0,1,86,1,1,1
Riau,Sumatera,42,0,23,19,1361,22,852,487,6074100,7,224,0,4,2,63,1,0,1
Sulawesi Barat,Sulawesi,2,0,4,-2,362,7,244,111,1559984,1,232,0,4,2,67,0,1,1
Sulawesi Selatan,Sulawesi,62,0,108,-46,11459,349,8771,2339,9426885,7,1216,0,37,3,77,1,1,1
Sulawesi Tengah,Sulawesi,0,0,2,-2,239,8,212,19,2955567,0,81,0,3,3,89,1,1,1
Sulawesi Tenggara,Sulawesi,37,0,24,13,1402,24,945,433,2635461,14,532,0,9,2,67,1,1,1
Sumatera Barat,Sumatera,87,1,8,78,1823,51,1089,683,5519245,16,330,0,9,3,60,1,1,1
Sumatera Selatan,Sumatera,21,2,17,2,4223,233,2958,1032,8217551,3,514,0,28,6,70,0,1,1
Sumatera Utara,Sumatera,137,2,129,6,6437,289,3449,2699,14874889,9,433,0,19,4,54,1,1,1
Aceh,Sumatera,108,0,0,108,1399,37,192,1170,5247257,21,267,0,7,3,14,4,1,1
Bali,Nusa Tenggara,82,0,19,63,4804,21,1259,3524,4216171,19,1139,0,5,0,26,1,1,1
DKI Jakarta,Jawa,760,11,1539,-790,36211,1155,28426,6630,10846145,70,3339,1,106,3,78,1,2,1
Daerah Istimewa Yogyakarta,Jawa,42,0,31,11,1306,36,925,345,3631015,12,360,0,10,3,71,3,0,1
Jambi,Sumatera,7,0,0,7,296,6,141,149,3493357,2,85,0,2,2,48,1,1,1
Jawa Tengah,Jawa,253,33,218,2,16255,1250,11002,4003,36364072,7,447,1,34,8,68,2,1,1
Jawa Timur,Jawa,362,31,353,-22,31466,2690,25291,3485,40479023,9,777,1,66,9,80,1,1,1
Kalimantan Selatan,Kalimantan,39,2,184,-147,8013,342,5819,1852,4023049,10,1992,0,85,4,73,1,1,1
Kalimantan Timur,Kalimantan,206,9,52,145,3625,145,2217,1263,3552191,58,1020,3,41,4,61,2,4,1
Kalimantan Utara,Kalimantan,0,0,2,-2,361,2,320,39,648407,0,557,0,3,1,89,0,1,1
Kepulauan Bangka Belitung,Sumatera,0,0,0,0,236,2,213,21,1379767,0,171,0,1,1,90,0,1,1
Lampung,Sumatera,5,0,11,-6,376,14,321,41,9095591,1,41,0,2,4,85,2,1,1
Maluku,Maluku,33,0,16,17,1781,34,1101,646,1847097,18,964,0,18,2,62,6,0,1
Nusa Tenggara Barat,Nusa Tenggara,21,3,21,-3,2662,155,1939,568,5270247,4,505,1,29,6,73,1,2,1
Nusa Tenggara Timur,Nusa Tenggara,1,0,6,-5,174,2,155,17,5411321,0,32,0,0,1,89,1,1,1
Papua,Papua,23,0,12,11,3709,43,3045,621,4340348,5,855,0,10,1,82,1,1,1
Papua Barat,Papua,9,1,9,-1,720,12,556,152,1140701,8,631,1,11,2,77,0,0,1
Sulawesi Barat,Sulawesi,6,0,4,2,368,7,248,113,1559984,4,236,0,4,2,67,3,1,1
Sulawesi Tengah,Sulawesi,0,0,1,-1,239,8,213,18,2955567,0,81,0,3,3,89,1,1,1
Sulawesi Utara,Sulawesi,38,0,20,18,3651,156,2543,952,2641884,14,1382,0,59,4,70,3,0,1
Sumatera Barat,Sumatera,41,2,55,-16,1864,53,1144,667,5519245,7,338,0,10,3,61,0,2,1
Sumatera Selatan,Sumatera,25,3,59,-37,4248,236,3017,995,8217551,3,517,0,29,6,71,1,2,1
Sumatera Utara,Sumatera,104,6,117,-19,6541,295,3566,2680,14874889,7,440,0,20,5,55,1,3,1
Bali,Nusa Tenggara,93,0,6,87,4897,21,1265,3611,4216171,22,1161,0,5,0,26,1,1,1
Banten,Jawa,42,3,73,-34,2727,131,2294,302,10722374,4,254,0,12,5,84,1,3,1
Bengkulu,Sumatera,24,0,2,22,329,25,173,131,1999539,12,165,0,12,8,53,12,0,1
DKI Jakarta,Jawa,869,10,880,-21,37080,1165,29306,6609,10846145,80,3419,1,107,3,79,1,1,1
Daerah Istimewa Yogyakarta,Jawa,20,0,24,-4,1326,36,949,341,3631015,6,365,0,10,3,72,0,1,1
Jambi,Sumatera,6,0,6,0,302,6,147,149,3493357,2,86,0,2,2,49,1,1,1
Jawa Barat,Jawa,583,4,108,471,11318,288,6468,4562,45161325,13,251,0,6,3,57,3,4,1
Jawa Tengah,Jawa,244,28,121,95,16499,1278,11123,4098,36364072,7,454,1,35,8,67,1,1,1
Jawa Timur,Jawa,424,32,337,55,31890,2722,25628,3540,40479023,10,788,1,67,9,80,1,1,1
Kalimantan Barat,Kalimantan,0,0,0,0,611,4,509,98,5422814,0,113,0,1,1,83,0,1,1
Kalimantan Selatan,Kalimantan,68,5,180,-117,8081,347,5999,1735,4023049,17,2009,1,86,4,74,2,2,1
Kalimantan Tengah,Kalimantan,0,0,0,0,2464,106,1903,455,2570289,0,959,0,41,4,77,0,0,1
Kalimantan Timur,Kalimantan,97,3,44,50,3722,148,2261,1313,3552191,27,1048,1,42,4,61,0,0,1
Kepulauan Bangka Belitung,Sumatera,0,0,2,-2,236,2,215,19,1379767,0,171,0,1,1,91,1,1,1
Kepulauan Riau,Sumatera,41,0,6,35,867,38,539,290,1929400,21,449,0,20,4,62,1,0,1
Lampung,Sumatera,2,0,0,2,378,14,321,43,9095591,0,42,0,2,4,85,0,1,1
Maluku,Maluku,4,0,1,3,1785,34,1102,649,1847097,2,966,0,18,2,62,0,1,1
Maluku Utara,Maluku,15,2,0,13,1840,65,1563,212,1307803,11,1407,2,50,4,85,1,1,1
Nusa Tenggara Barat,Nusa Tenggara,23,1,27,-5,2685,156,1966,563,5270247,4,509,0,30,6,73,1,0,1
Nusa Tenggara Timur,Nusa Tenggara,2,0,1,1,176,2,156,18,5411321,0,33,0,0,1,89,2,1,1
Papua,Papua,26,0,53,-27,3735,43,3098,594,4340348,6,861,0,10,1,83,1,1,1
Papua Barat,Papua,6,0,7,-1,726,12,563,151,1140701,5,636,0,11,2,78,1,0,1
Riau,Sumatera,66,5,43,18,1526,30,911,585,6074100,11,251,1,5,2,60,1,2,1
Sulawesi Barat,Sulawesi,16,0,13,3,384,7,261,116,1559984,10,246,0,4,2,68,3,1,1
Sulawesi Selatan,Sulawesi,89,2,106,-19,11582,356,8968,2258,9426885,9,1229,0,38,3,77,3,0,1
Sulawesi Tenggara,Sulawesi,49,1,17,31,1499,26,1007,466,2635461,19,569,0,10,2,67,1,1,1
Sulawesi Utara,Sulawesi,34,0,62,-28,3685,156,2605,924,2641884,13,1395,0,59,4,71,1,1,1
Sumatera Barat,Sumatera,26,2,11,13,1890,55,1155,680,5519245,5,342,0,10,3,61,1,1,1
Sumatera Selatan,Sumatera,57,3,39,15,4305,239,3056,1010,8217551,7,524,0,29,6,71,2,1,1
Sumatera Utara,Sumatera,86,7,133,-54,6627,302,3699,2626,14874889,6,446,0,20,5,56,1,1,1
Aceh,Sumatera,97,6,0,91,1546,54,192,1300,5247257,18,295,1,10,3,12,2,1,1
Banten,Jawa,61,2,20,39,2788,133,2314,341,10722374,6,260,0,12,5,83,1,1,1
Bengkulu,Sumatera,3,0,0,3,332,25,173,134,1999539,2,166,0,12,8,52,0,1,1
DKI Jakarta,Jawa,861,18,600,243,37941,1183,29906,6852,10846145,79,3498,2,109,3,79,1,2,1
Gorontalo,Sulawesi,6,2,13,-9,2040,53,1764,223,1180651,5,1728,2,45,3,86,0,2,1
Jambi,Sumatera,0,0,6,-6,302,6,153,143,3493357,0,86,0,2,2,51,0,1,1
